,date,timestamp,open,high,low,close,num_trans,volume,vwap
0,2023-10-04 04:00:00,1696392000000,2.65,2.65,2.65,2.65,1,1,2.65
1,2023-10-06 04:00:00,1696564800000,3.51,3.72,3.51,3.72,2,49,3.5143
2,2023-10-10 04:00:00,1696910400000,4.73,4.73,4.73,4.73,1,1,4.73
3,2023-10-11 04:00:00,1696996800000,5.16,5.16,5.16,5.16,1,1,5.16
4,2023-10-12 04:00:00,1697083200000,4.85,4.85,4.85,4.85,1,1,4.85
5,2023-10-17 04:00:00,1697515200000,3.16,3.16,3.16,3.16,1,20,3.16
6,2023-10-18 04:00:00,1697601600000,3.58,3.58,3.58,3.58,1,1,3.58
7,2023-10-19 04:00:00,1697688000000,2.34,2.34,2.34,2.34,1,1,2.34
8,2023-10-20 04:00:00,1697774400000,1.8,1.8,1.8,1.8,1,1,1.8
9,2023-10-23 04:00:00,1698033600000,1.32,1.65,1.32,1.63,9,10,1.57
10,2023-10-24 04:00:00,1698120000000,1.7,1.89,1.7,1.71,11,101,1.8226
11,2023-10-25 04:00:00,1698206400000,1.21,1.21,1.0,1.0,10,211,1.2038
12,2023-10-26 04:00:00,1698292800000,0.59,0.59,0.59,0.59,2,2,0.59
13,2023-10-30 04:00:00,1698638400000,0.7,0.7,0.7,0.7,1,3,0.7
14,2023-10-31 04:00:00,1698724800000,0.57,0.57,0.54,0.54,3,5,0.558
